screen_name,statuses
IntegratedCO,"['The VIS clinic is seeking a MD/DO Functional Medicine Practitioner to work full time in an Integrative cash-based p… https://t.co/QAUYPkYCSi', 'Essentia Health is seeking a physician to join our new and rapidly growing Integrative Health department.… https://t.co/lMzfS5Ja7L', 'The Strength of the Integrative and Functional Medicine Community #integrativemedicine #fxmed #health https://t.co/hBnuGivEvU', 'Ortho Molecular Products is looking for a full-time Brand Manager to work at our Lake Barrington corporate office i… https://t.co/UkRCRSiIZT', 'Why Get an Education in Integrative and Functional Medicine?\n.\n.\nRead my newest blog here --&gt;… https://t.co/M2QMSCnUv7', 'VA St. Louis Health Care has an exciting &amp; unique opportunity to be a part of a growing whole health system transfo… https://t.co/iMXTSyj2zy', 'Keep your eyes on these superstars who are truly shaping the functional and integrative medicine fields. https://t.co/ucLK6l5p9V', 'Keep your eyes on these superstars who are truly shaping the functional and integrative medicine fields. Top 50 Fun… https://t.co/XbGPeVPjJ9', 'BC / BE Functional / Integrative Medicine (MD, DO, NP) Clinician needed for a General Medical Integrative Practice… https://t.co/9Ja4PtcDDE', 'Do you want to burnout on the conventional medicine treadmill? Or practice medicine that will provide a purpose fil… https://t.co/Eexw4kDHR0']"
MSMCOffice,"[""Dr. Nick Turkal: \nDr. Erastus B. Wolcott Distinguished Service Award\n\nAs one of very few physician CEO's for... https://t.co/HfmcjE9y4M"", ""Dr. Veronica Gunn:\nThe Community Impact Award\n\nDr. Gunn's innovative, compassionate and hands-on leadership in... https://t.co/MrSCYFVjdK"", ""Rep. John Nygren:\nHealthcare Champion\n\nRep. Nygren has become the legislature's torchbearer for combating the... https://t.co/ikGIlrWQdc"", ""Stephanie Wong:\nStudent Leader Award\n\nMs. Wong's strength, perseverance, and passion got her where she is today.... https://t.co/MeW7hzSviM"", ""Working to address the social determinates of health, the Medical Society of Milwaukee County focused it's... https://t.co/j9F13kfRcr"", 'The 2018 Awards Dinner incredible honorees. \n\n#MedicalSocietyAwardsMKE', 'LeRoy Butler is here! The event is off to a great start and the auction is still open! \n\n#MedicalSocietyAwardsMKE #greatcause', 'The 2018 Awards Dinner is about to begin! Final touches are being put on the beautiful space and the silent... https://t.co/Wmt3ORKwDO', ""One more day until the annual Medical Society of Milwaukee County 2018 Awards Dinner! \n\nIt's bound to be a... https://t.co/QXBB280DfX"", 'Silent Auction Online Bidding Now Available for the Medical Society Milwaukee Awards Dinner March 3rd!\n\nPictured... https://t.co/iXhAymU0c5']"
IntegratedCO,"['The VIS clinic is seeking a MD/DO Functional Medicine Practitioner to work full time in an Integrative cash-based p… https://t.co/QAUYPkYCSi', 'Essentia Health is seeking a physician to join our new and rapidly growing Integrative Health department.… https://t.co/lMzfS5Ja7L', 'The Strength of the Integrative and Functional Medicine Community #integrativemedicine #fxmed #health https://t.co/hBnuGivEvU', 'Ortho Molecular Products is looking for a full-time Brand Manager to work at our Lake Barrington corporate office i… https://t.co/UkRCRSiIZT', 'Why Get an Education in Integrative and Functional Medicine?\n.\n.\nRead my newest blog here --&gt;… https://t.co/M2QMSCnUv7', 'VA St. Louis Health Care has an exciting &amp; unique opportunity to be a part of a growing whole health system transfo… https://t.co/iMXTSyj2zy', 'Keep your eyes on these superstars who are truly shaping the functional and integrative medicine fields. https://t.co/ucLK6l5p9V', 'Keep your eyes on these superstars who are truly shaping the functional and integrative medicine fields. Top 50 Fun… https://t.co/XbGPeVPjJ9', 'BC / BE Functional / Integrative Medicine (MD, DO, NP) Clinician needed for a General Medical Integrative Practice… https://t.co/9Ja4PtcDDE', 'Do you want to burnout on the conventional medicine treadmill? Or practice medicine that will provide a purpose fil… https://t.co/Eexw4kDHR0']"
LillianErdahlMD,"['A great example in follow up to #PWChat discussion @JulieSilverMD @physicianswkly of societal action #metoo… https://t.co/KlqA2g2h4l', '@BetaMomma @womeninmedchat @petradMD Yes! I am looking forward to #AASAWSchat 4/23/18 at 8 pm Eastern discussing ho… https://t.co/weWZh6eBwt', 'Follow a day in the life of @scrubbedin on @WomenSurgeons Instagram tomorrow! #ILookLikeASurgeon #YFAACS https://t.co/1aQ4Cog6YC', '@joeladler @LVSelbs @SarahB_MD Wait, I’m confused. Do you mean #HashtagSarah doesn’t follow your rules?… https://t.co/9sB9hI7JSs', '✳️This is an amazing course offered by @AmCollSurgeons #SurgEd #MedEd\n\n✳️Glad to see the @RASACS #SurgTweeting &amp; ma… https://t.co/P6NSem0sTC']"
aglesian,"['Apple Watch could soon detect an irregular heartbeat | Toronto Star https://t.co/i90tOPUIIT https://t.co/iwXixr4zD7', 'AliveCor Apple Watch band provides non-invasive blood tests in new study https://t.co/omCstb4ugp #medtech… https://t.co/1aZu6R9CsP', 'Apple Watch KardiaBand can detect high potassium levels without a needle https://t.co/AZiUl4R6aq #medtech… https://t.co/cadQMrLLVa', 'Data analysis shows ICU scores accurate in predicting risk of death https://t.co/HMfZfC2OPc #medtech #smarthealth… https://t.co/zTOfSPYpbN', ""Next time you're in the hospital, try VR as your painkiller https://t.co/QidajpQo1k #medtech #smarthealth #mhealth https://t.co/dVZNmpKwID"", 'Non-invasive technology is a money-saver for heart patients needing PCI https://t.co/oR0cRpltMs  #medtech… https://t.co/XjoQahKUqG', 'Hackers take aim at common medical devices https://t.co/OwlQLtRUvG  #medtech #smarthealth #mhealth https://t.co/gihfgOc6g2', 'New technologies help seniors age in place — and not feel alone https://t.co/1XZY6tyMgD  #medtech #smarthealth… https://t.co/IC2eU7MH11', 'Now, you can monitor your blood pressure with this smartphone app https://t.co/04whJXSbTu  #medtech #smarthealth… https://t.co/sFWb97T0a3', 'W. Va. EMS to Provide Overdose Patients with Recovery Resources https://t.co/47WxjMBdt8  #medtech #smarthealth… https://t.co/sidkYrYerR']"
PlantationHosp,"['Thank you to all our wonderful volunteers. Happy National Volunteer Week! https://t.co/E446EqkAU4', 'Our kid-friendly ER is here for you 24/7. https://t.co/61g5reFxZv https://t.co/pa7KGlm0Br', 'Sign up for Prenatal Yoga! Class is held every Saturday. https://t.co/uzPgJn1VfL', 'The weather gets warmer and summer approaches! Keep the whole family safe with these summer safety tips, and rememb… https://t.co/kOCglldh6A', 'Our kid-friendly ER is here for your family 24/7! https://t.co/AceNrdVIT6 https://t.co/EKne0RRKpR', 'Happy National Pet Day! For those who can have pets, the health benefits are plentiful! https://t.co/vfDGOemDzn https://t.co/wakzynNR90', 'April is Autism Awareness Month, an opportunity to promote autism awareness, autism acceptance and to draw attentio… https://t.co/0zQqMKDJ46', ""You're invited to our Annual NICU Reunion on May 5th! \n\nLearn more and register here: https://t.co/yrKqKAfjAP https://t.co/d2SCp9KuI4"", 'Today we celebrate #WorldHealthDay! https://t.co/vKMvy19r4n https://t.co/0R2tVRP0aG', 'Our kid-friendly ER is here for your family 24/7! https://t.co/AceNrdVIT6 https://t.co/1Og2kvJhcA']"
FunkySarica,"['I have fallen in love with this no-wash shampoo--great for the hair, low-toxic exposure, only shampoo twice/week, s… https://t.co/roU3Nlke0I', 'Learn from 30+ other experts how to repair your organs and restore your immune tolerance so that you can heal from… https://t.co/NFO0fPH2FY', 'Want to finally crack #TheWeightLossCode for FREE? Join me + @JenPowter for an Online Master Class Series: 22 of th… https://t.co/RRYbgHKxc8', 'Discover the diet and lifestyle secrets of high performing women. Skyrocket Your Energy FREE Online Interview Serie… https://t.co/Rk0bbmqqZx', ""So excited to share Tracy Bedford's Skyrocket Your Energy online learning series (and gift giveaway!)  Our intervie… https://t.co/U4wvKBoCFs"", 'Want to learn more about the secrets to obtaining glowing skin? Or maybe you want to keep the beautiful glow you ha… https://t.co/HIXXIOSguk', 'If you or someone you know is struggling with autoimmune issues, I invite you to join Dr. Eva as she interviews 60+… https://t.co/QvNCoZsOZT', 'Such a great, free event, to help understand our health from a natural perspective--and what we can do to really ta… https://t.co/COrcWimbfx', 'A FREE interview series with the best and brightest in natural health care to help you be the most vibrant you... https://t.co/13HoVAchxd', 'https://t.co/IPABlXAQuH']"
doctorportal,"['Why religious belief should be declared as a competing interest: https://t.co/ssOInrHezD https://t.co/oCtbiRE0B3', 'A healthy lifestyle is not just a preventive measure for bowel cancer. It also leads to better survival rates if yo… https://t.co/XYo5Gr2R1b', 'Researchers who actively push their papers on social media gain more citations, study finds: https://t.co/D6xqkqfXN0', 'RACGP releases a genomics guideline for general practice: https://t.co/3uBSQAxcet https://t.co/LV5HSF9TuI', 'Diagnosing death: not as easy as you might think: https://t.co/ghZEkgriH4 https://t.co/R7BIvrwTzG']"
mianaInfo,"['We are proud to support Howie Drews for AANA Region III Director! @gmanboz @ajteitel @IiiDrews @DTWcrna @wedgeCRNA https://t.co/cpLxDzfl9v', 'Congratulations!! https://t.co/WcTzCMTAIR']"
IrinaDincu,['Congratulations to Alan Lopez @UniMelbD4H @VitalStrat https://t.co/2olAWjUieB']
GesundTO,"['""Facial Rejuvenation Acupuncture works similarly to Botox by reducing fine lines and wrinkles of the face and neck.… https://t.co/Oqh8PJWeqp', 'Deal with your #stress and #anxiety now, #Toronto. #HotStoneMassage helps with all that and more. Read about it her… https://t.co/MpbNkruJ4X', ""There's a difference between traditional Chinese Acupuncture and Contemporary Medical Acupuncture. Read about it in… https://t.co/fvnZ5lCtBc"", 'Stretching is just as important for your body as exercise is, #Toronto. Experience the power of #Thai Yoga #Massage… https://t.co/BLtOTnQjXo', '""We are committed to making high quality products made with sustainable ingredients, helping to protect both our hi… https://t.co/D7xHFs47Xy', 'Do you suffer from a #JawPain, #Toronto? The pain can be quite annoying and take over your entire day. Or ruin your… https://t.co/9xxA9TrbBq', '""Cranial Osteopathy is one of techniques that a Manual Osteopath may use during a treatment incorporating light pal… https://t.co/CrDeWJB8fg', 'No one should ever be forced into #HighHeels, #Toronto! But, if you decide to wear them, do it #smart. Get our… https://t.co/8e909IuojA', '""During a Hot Stone massage at gesund, your therapist will use the stones as an extension of their hands, actually… https://t.co/K4fcoR1Umc', 'Whether you’re a rebel at heart, a refined gentlemen/lady or hopefully both when need be\n— we hope you join in supp… https://t.co/zxlcrvhYDH']"
ruthi_landau,"['#opioid overprescription defined as = prescribing opioids upon discharge to a post surgical patient who did not tak… https://t.co/ZMNOVrFZql', 'https://t.co/tSdZyDKieG Check the new ABM protocol on peripartum analgesia for the breastfeeding mother\U0001f931🏼\U0001f931🏽\U0001f931\U0001f931🏻… https://t.co/SQna7fqndz', '@ColumbiaWomens @shapehalf @nyphospital @ColumbiaMed You look fantastic!!! Well done ❤️', '@pervezsultan5 @kkjaermd Agree, we should inform OB that we are doing a spinal (not ask), which will also decrease… https://t.co/SIypcBtkTn', 'Tech Neck and how to prevent it @nyphospital https://t.co/n37a86CIPy', '@ACOGD2 Thank you for including me and this important topic in your prestigious program - looking forward to attend… https://t.co/sq1NqxlK2N']"
EnvisionMDJobs,"['Can you recommend anyone for this #job in TX? https://t.co/e0URdo9RMN #EmergencyMedicine #Hiring', 'Can you recommend anyone for this #job? Emergency Department - https://t.co/TMj45ok4gY #ERPhysician CA #Hiring', 'Want to work in #BayCity, TX? View our latest opening: https://t.co/AdcRVZ99bw #EMNP #Job #Jobs #Hiring', ""We're #hiring! Click to apply: Emergency Medicine - Physician - ED - https://t.co/Z1XWAIjlxY #EmergencyMedicine #PanamaCity, FL #Job #Jobs"", 'Can you recommend anyone for this #job? Emergency Medicine - Physician - ED - https://t.co/8qJCRauotm… https://t.co/CGL5kRagOG', ""Want to work at Envision? We're #hiring in #Chandler, AZ! Click for details: https://t.co/s3qUOpAGbj #EmergencyMedicine #Job #Jobs"", 'This #job might be a great fit for you: Emergency Medicine - Physician - ED - https://t.co/jFLvaFDa90… https://t.co/NmkW6AbgUl', ""We're #hiring! Click to apply: Anesthesiology - Anesthesiologist - https://t.co/KVEkm5gNvp #Anesthesiology #Clearwater, FL #Job #Jobs"", 'Want to work in #Palmdale, CA? View our latest opening: https://t.co/623SVWJvwQ #EmergencyMedicine #Job #Jobs #Hiring', 'Interested in a #job in #Palmdale, CA? This could be a great fit: https://t.co/fqq1AhlAc6 #EmergencyMedicine #Hiring']"
ApolloMDJobs,"['Want to work in #Statesville, NC? View our latest opening: https://t.co/zx8Dx7FcdF #Healthcare #Job #Jobs #Hiring', ""We're #hiring! Read about our latest #job opening here: Emergency Medicine - https://t.co/JeUzQNshLF #Physician #Hiram, GA"", ""We're #hiring! Click to apply: Hospital Medicine - https://t.co/YFG4WYmHaN #Healthcare #Birmingham, AL #Job #Jobs"", ""If you're looking for work in #Perry, GA, check out this #job: https://t.co/PvAD5Mnr10 #Physician #Hiring"", ""Want to work at ApolloMD? We're #hiring in #JoshuaTree, CA! Click for details: https://t.co/9c2GYeQRvt #Healthcare #Job #Jobs"", ""We're #hiring! Read about our latest #job opening here: Emergency Medicine - https://t.co/sT4l9dS9oO #Physician #Albemarle, NC"", ""We're #hiring! Read about our latest #job opening here: Hospital Medicine - https://t.co/8YyRybeHSC #Healthcare #Richmond, VA"", 'Want to work in #Richmond, VA? View our latest opening: https://t.co/B9omgxJiV1 #Physician #Job #Jobs #Hiring', 'Can you recommend anyone for this #job in #Columbus, GA? https://t.co/3WhBN4qECy #Healthcare #Hiring', ""If you're looking for work in #Crestview, FL, check out this #job: https://t.co/RqCqUsy4MU #Healthcare #Hiring""]"
